"","df9f127f34e52758c22bb8768ea9dd1d","X726f137d48a9a16971165106f5accbc3","X192b9d0e30798cb5d4a686f2b25b046b","X8bb6ba264b60216d22b221d5c6c0992e","X4603641854a42087dd05682bc365b2b2","X31e4d9092a2fe5d08a565a11d5c0a510","X065259ec202538d9a00670abd44fc85d","d2db2c90c9f6401ed400e43cd16e7846","X71c8a0b854b50dd6b2845d87007e5ad4","X90c8784ec39588e5031c9e4950c88efa","X519335ba0a9cc277b802a53b482bce49","f3eefe548d5b25a70eff6ded2ac754cb","f99a6053aeb89ad886d5acae4e1e77b5","c50df3a28f2c5b2ed3fcec3c8c0dbce3","fbdfdbc22fcb0362b5fe57dcee55fed6","X23769d724c8f54a20fc5503775e0d215","X43c74972f95d6719e0a57265faf133ff","X27411089f2f049c2a454db6aac7c5d0b","a4d62e1254481f8aa0a1fd7b2f28dddf","fcca31a8dba0488eb8879120277f149b","X6621ec621365d2e452925f53b69d7fa8","ad568b74428dbece1b14338b18a261b9","X733666313c4bfa4aee6abca3478eed6e","X72c7f54f73e0c27bef2f8ea144f989eb","X0b85d04d31bae6800df285cbbea2976c","X98cedaeb6530038a7c03909a8fffac4d","X5dbb8b0090393f98803bec4188360a21","X83b3780d81b53c75005807be459eb58c","X3a2c7d75cfe5ecf2bb7365399890fdb4","f7e4d6e9e0a0370a86c8c5fd06c3abbb","X3e5948251286e38076a2b64de3ce2c04","X0c897461dd87a51b819cb5cd2673b1cc","X53976109a60d93a15b345e47740ea7bd","e6463a720ccb096471a4b7b4ca2757b0","X66dab50962e1791cd3e6ab748e873c55","ed9923136d584bc3ff8524cd9eebdc93","c752f8a0b6dc047724cdb7f5f861aa35","ed33772a1caee90939081a3385e863b9","X74102cb314b4c3ba9f7dc88e4be09649","X2988a53743a50b6579198acf6a5cb70e","c3492868939e3115d88cd6bcd520726d","X264b149f3c269c37a1309792a8ca5ecc","X3c0f10bb5340d817636f203a0e132fdd","e9b701f61b7096cb0d7bb24cb2ba68e2","e7d24fb78850aa4194897270760d7f9f","c281b48a9ac15ab8db31d16fd7f6061a","ac497e41b16230691a63a326f1520573","X67b1a0b8a0351166d4e8978b1640913a","X861046dc390acf5d219614c8471a9a35","fc09aae0332019d4c733aeeaffb3ab07","X54a82865c7fb0a242e0e52c1629dcfa1","X0ab462899af75a39915e9dc4a0b872c2","fa479e1e8d76ccfafce1e9c8b17399a1","eaf307555b1ef040e7155ad169ba3637","b726c83a8023ca819ac68b75921d588e","ba63b0f31c182217ace0bd6fc39b027b","X931bb825089e4e983501f63d6b0ab6e2","X663353c380a5a14d9f0b5afdb3afbe08","X020dfe956e6e2e235703c7a5d833ec20","X20ff23552df9cf3f03ec93dfd095b42c","X10819d4184b7fe808f57b65a0e9174d1","e6bb66b5a45fe0fda71582bc237bd3df","X99a30d2e520c0bb462c9d36594b679ef"
"L.2016.NAM-30.09.R",0,811.96389507577,0,0,0,350.796861873491,198.135912567575,0,0,711.272332839888,0,0,0,0,0,3301.41706001538,1213.1065380672,0,0,0,0,0,0,0,711.272332839888,0,0,355.636166419944,348.36145294535,711.272332839888,0,0,0,0,1317.01379889744,99.0679562837876,453.112030061466,99.0679562837876,0,0,0,0,0,0,0,0,0,0,0,0,1508.74982758613,0,0,2781.88075586417,0,0,50.3457811179407,0,0,0,4465.80142291673,600.090358535054,2429.46028803859
"L.2016.NAM-30.10.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837.888693253556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710.799412405819,792.033630966484,0,201.553981195014
"L.2016.NAM-32.01.R",181.132212175254,181.132212175254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3094.81027914713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154.51795390133,0,0
"L.2016.NAM-32.02.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.143656969742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.143656969742,0,0,0,0,0,0,0,0,375.102567108194,0,0,0,0,0,0,0,0,282.143656969742,5418.70383716481,0,0,0,0,0,423.215485454613,6673.58846730377,282.143656969742,562.653850662291
"L.2016.NAM-32.03.R",0,0,133.097897940532,190.30570827919,0,0,0,0,0,0,0,0,0,133.097897940532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.882135348988,0,0,1026.83813972332,0,1339.65202538641,0,0,0,0,0,0,0,0,0,0,0,0,88.7319319603546,859.00565907147,0,0,0,0,0,142.729281209393,1918.49398231741,0,3580.59127663576
"L.2016.NAM-32.04.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.138679322287,0,0,0,0,0,1247.42393962468,1507.30392704649,0,1062.13841655077
"L.2016.NAM-32.05.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.9514674966421,0,0,0,0,0,0,0,0,0,0,735.687942678724,0,0,0,0,0,0,0,0,392.331838213523,146.927201244963,0,99.7054948944555
"L.2016.NAM-32.06.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.8731290980734,0,0,0,0,0,0,0,274.370200370631,0,0,0,0,0,0,0,0,0,0,395.573852698694,0,0,653.438211761488,0,0,77.8731290980734,0,0,0,8855.0472082327,298.615172139204,22616.9898843119
"L.2016.NAM-32.07.R",625.170945180323,0,0,0,0,0,0,0,0,0,0,0,0,250.595948490003,0,375.893922735004,1043.27050134522,0,0,0,0,0,0,0,626.489871225007,0,0,416.780630120215,0,0,0,0,375.893922735004,0,1106.57895149007,104.195157530054,312.585472590161,250.595948490003,0,173.700920669161,0,0,0,0,0,0,208.390315060108,0,0,0,0,0,0,1879.46961367502,0,0,0,0,0,312.585472590161,3536.94594045642,0,86.8504603345805
"L.2016.NAM-32.08.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.465735896978,0,0,0,0,0,0,209.743335531651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.176180465317,0,0,158.588090232659,0,0,0,0,0,237.882135348988,1128.01072277459,0,419.486671063303
"L.2016.NAM-32.09.R",0,2228.49926148743,0,0,0,0,0,0,0,6227.95675631765,0,0,0,0,0,0,541.5614570711,0,0,0,0,0,0,0,0,0,0,165.948822765966,0,0,0,0,0,0,387.213919787254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1353.90364267775,0,0,1893.4921982659,2271.79605762248,0,0,165.948822765966,0,0,541.5614570711,7356.94962993855,0,1622.71146973035
"L.2016.NAM-32.10.R",0,675.753676522346,0,0,0,0,0,0,0,1020.07854604805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.7303052521929,0,0,104.056068382675,539.693366771476,0,1234.68709493434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579.740952417761,0,0,14.8651526260964,0,0,1695.83222257039,0,0,148.651526260964,4307.28531507436,0,0
"L.2016.NAM-37.01.R",2449.12329039714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224.56164519857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-37.02.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.948899435239,0,0,0,0,0,0,0,0,0,0,1088.32114802334,360.67554529634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851.962217379749,0,0,0,0,0,0,0,310.948899435239,0
"L.2016.NAM-37.03.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536.667829446964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.31230007002,0,536.667829446964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1726.58485917401,0,1026.60472965702,0,0,0,0,0,0,1610.00348834089,58465.831804174,0,0
"L.2016.NAM-37.04.R",1230.97547453812,374.340011894981,0,1018.13553929367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.627107858734,551.194800855041,0,1503.50193250374,509.067769646834,0,0,0,712.694877505568,0,482.295450748161,0,0,0,0,0,0,0,0,0,0,1722.483752672,0,0,0,0,1609.50950190926,0,206.69805032064,6545.43826015361,0,0,137.79870021376,0,0,0,1093.60350578309,1584.68505245824,0
"L.2016.NAM-37.05.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.7881284769138,0,0,0,0,0,0,0,0,0,0,141.576256953828,0,212.364385430741,0,440.297494340343,0,0,3012.26546639493,0,212.364385430741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3461.70254125124,0,0
"L.2016.NAM-37.06.R",348.222252852883,116.074084284294,460.038793505128,0,0,0,0,0,0,0,0,0,0,0,0,116.074084284294,242.056344916142,0,0,0,0,0,0,0,535.05621434352,0,0,116.074084284294,0,0,0,0,0,0,507.953406299888,116.074084284294,245.983045618581,265.272117142003,0,116.074084284294,0,0,0,0,0,0,0,0,0,0,76.4366020490742,0,0,0,0,0,0,76.4366020490742,0,564.264128006466,849.749716328046,0,0
"L.2016.NAM-37.07.R",0,0,0,0,0,0,0,0,0,0,0,0,0,170.067183623664,0,113.378122415776,1085.7524893483,0,0,0,0,0,0,0,45.5512512786379,0,0,183.495076597726,0,0,0,0,91.747538298863,0,22.7756256393189,0,0,137.621307448295,0,0,0,0,0,45.5512512786379,0,0,91.747538298863,0,0,0,1186.19679294942,0,0,823.076854203496,0,0,0,0,0,56.689061207888,3279.33511624188,274.597579155002,273.307507671827
"L.2016.NAM-37.08.R",0,187.354068744892,0,468.385171862229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.031103117338,0,896.574068225211,0,0,0,0,1245.69746878105,0,4683.85171862229,0,0,3185.01916866316,0,0,0,0,0,0,0,0,0,0,0,281.031103117338,1278.58797499765,2931.88408748508,0,0,154.463562528298,0,0,386.158906320746,24794.0505464938,1405.15551558669,0
"L.2016.NAM-37.09.R",0,0,35634.7438752784,0,0,0,0,0,0,0,0,0,0,0,0,0,213808.46325167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143576.07514824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107941.331272962,0,71269.4877505568,0,0,0,0,0,0,0,785001.464903252,35634.7438752784,0
"L.2016.NAM-37.10.R",102.693786384088,0,0,0,0,0,0,0,0,0,0,0,171.156310640146,0,0,0,547.700194048467,0,0,0,0,0,0,0,376.543883408321,0,0,755.400689933401,0,0,0,0,0,0,841.557076032664,0,0,136.925048512117,0,0,0,0,0,0,0,0,0,0,0,0,978.482124544781,136.925048512117,0,205.387572768175,0,0,0,0,0,2430.41961109007,1471.94427150526,0,0
"L.2016.NAM-43.01.R",83.3171472417077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.3171472417077,0,0,0,124.975720862562,0,0,874.830046037931,0,0,0,0,0,0,2214.34799422791,0,124.975720862562
"L.2016.NAM-43.02.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.008087718808,0,0,109.008087718808,0,0,0,0,0,1623.82403110591,0,0,109.008087718808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.520219297021,4015.60933662399,0,0,0,0,0,163.512131578212,2842.17625633,0,0
"L.2016.NAM-43.03.R",0,0,159.653870408953,0,0,364.36343430755,0,0,0,78.3181184072053,0,0,0,313.272473628821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.545151461325,0,0,910.908585768875,0,0,0,0,0,0,0,0,156.636236814411,0,0,0,478.96161122686,0,0,156.636236814411,0,0,0,0,0,0,1382.49897360122,0,1331.40801292249
"L.2016.NAM-43.04.R",0,0,0,0,0,0,0,0,0,206.45853925422,301.733648393551,0,0,412.91707850844,0,688.1951308474,179.882604115489,0,0,0,0,0,0,0,206.45853925422,0,0,0,301.733648393551,0,0,0,0,0,206.45853925422,0,0,206.45853925422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.45853925422,0,0,754.334120983878,269.823906173234,0,344.0975654237
"L.2016.NAM-43.05.R",0,0,0,378.556060998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.370707332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575.750411371084,0,0,0,0,0,0,949.264304393292,157.927423662819,378.556060998
"L.2016.NAM-43.06.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.540242932278,0,0,0,0,1669.07465457978,207.178743460921,0,0,0,0,0,0,0,0,834.537327289892,0,0,0,0,0,0,0,0,0,0,0,0,417.268663644946,4193.72633092817,0,0
"L.2016.NAM-43.07.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.902895110394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.360022348532,0,0,61.4533407828439,0,0,0,0,0,0,0,0,0,0,0,0,225.536353641003,0,0,305.091985233548,0,0,0,0,0,0,1548.32652921327,0,0
"L.2016.NAM-43.08.R",0,0,0,0,0,60.0315766092965,0,0,0,0,0,0,0,0,0,0,752.280649562336,0,0,0,0,0,0,0,553.938248715041,0,0,0,0,673.306450170589,0,890.591473800335,0,0,4670.76575051269,0,401.111479910833,0,0,168.326612542647,0,0,0,0,0,0,0,0,0,0,3202.43492278078,0,0,434.570047259493,0,0,252.489918813971,60.0315766092965,0,0,4093.15992831669,325.927535444619,3283.58296610797
"L.2016.NAM-43.09.R",0,106.690849925983,106.690849925983,0,0,0,0,0,0,0,0,0,0,129.111390852458,0,0,624.082575085598,0,0,0,0,0,0,0,609.766322301136,0,0,53.3454249629916,525.896068269657,0,0,365.859793380682,0,0,129.111390852458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594.16427816487,0,54.5207219634002,641.320396556308,0,0,0,0,0,975.626115681818,7105.35168060506,175.298689423219,0
"L.2016.NAM-43.10.R",0,1063.7236977695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9186.98982347448,0,0,0,0,0,0,0,0,0,0,1595.58554665426,0,0,0,0,1595.58554665426,0,95.2036972355822,0,0,142.805545853373,0,2638.88668302939,0,0,0,0,0,0,0,0,0,0,586.419262895421,0,0,7418.76944472703,142.805545853373,0,0,1158.92739500509,0,0,13689.3822696147,6241.42651299589,6382.34218661703
"L.2016.NAM-46.01.R",941.472757603128,221.885080169853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514.209868330136,0,0,0,0,0,0,0,0,941.472757603128,0,0,0,0,0,0,0,0,0,0,0,332.82762025478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443.770160339706,0,0,0,0,0,0,514.209868330136,0,0
"L.2016.NAM-46.02.R",0,0,0,3459.68387138625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.98595231201,0,0,649.478928468015,0,0,0,0,0,0,0,0,0,0,0,0,913.711381417395,0,0,1279.19593398435,0,0,0,0,0,5189.52580707938,0,0,865.971904624019
"L.2016.NAM-46.03.R",0,0,0,190.66208601005,0,0,0,0,0,4518.89867983603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2582.22781704916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5164.45563409832,1577.10703753966,0,0,0,0,0,0,8763.88949559715,0,328.128396641606
"L.2016.NAM-46.04.R",0,0,0,570.155902004454,0,0,0,0,0,1147.12216876037,0,0,0,0,0,0,1490.75518587974,0,0,0,0,0,0,0,0,0,0,401.744575820501,0,0,0,0,1118.0663894098,0,1886.13290436478,0,0,0,570.155902004454,859.082542798418,0,0,0,0,0,0,0,0,0,0,515.449525679051,0,1205.2337274615,11399.0458919836,0,0,0,0,0,0,41928.2170046184,440.297494340343,1140.31180400891
"L.2016.NAM-46.05.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556.487274342686,0,0,0,0,0,0,0,0,0,0,0,0,591.202718793503,0,221.701019547564,0,0,665.103058642691,73.9003398491879,0,891.273529137808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886.804078190255,11559.7391731062,0,0,0,0,0,0,2808.13896120761,0,6783.0337885943
"L.2016.NAM-46.06.R",0,0,0,13066.0727542687,0,0,0,0,0,0,196.154553441899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2375.64959168523,0,0,0,0,0,0,0,0,0,0,2375.64959168523,0,0,0,0,0,0,0,0,4751.29918337045,392.309106883799,0,0,0,0,0,1187.82479584261,32332.8088923398,130.7697022946,22568.6711210097
"L.2016.NAM-46.07.R",0,0,0,25453.3884823417,0,0,0,0,0,25453.3884823417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25453.3884823417,0,0,63633.4712058543,0,839961.819917277,0,0,76360.1654470251,89086.859688196,25453.3884823417,63633.4712058543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.4389581831436,0,687241.489023226,26161.8326945739,0,0,0,0,0,0,1846079.10918201,0,802490.181405996
"L.2016.NAM-46.08.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089.6040305965,0,0,0,0,596.563792554884,0,683.702324051665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.66208601005,4165.04897894227,0,190.66208601005
"L.2016.NAM-46.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8589590320663,1475.25100403829,0,0,0,0,0,0,0,0,0,0,459.210616949464,0,0,0,0,0,0,459.210616949464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1704.85631251302,0,0,918.421233898928,0,0,0,0,0,0,1829.87613986389,0,459.210616949464
"L.2016.NAM-46.10.R",0,353.519284476968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571.069613385872,0,0,0,0,0,0,0,0,0,0,745.496733792435,0,2920.88064551462,0,0,0,0,992.573375646872,212.999066797839,0,0,0,0,0,0,0,0,0,353.519284476968,1767.59642238484,0,0,0,2406.65051355475,0,353.519284476968,8484.46282744724,0,0,0,285.534806692936,0,0,90374.9414764816,0,3935.07531409609
"L.2016.NAM-48.01.R",0,0,0,1882.11675397597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582.267056785595,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-48.02.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911.97765643166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302.25727118534,0,0,0,0,0,1306.25893970962,881.175664571672,0,2114.82159497201
"L.2016.NAM-48.03.R",0,0,645.55695426229,142.843708746439,0,0,1291.11390852458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2582.22781704916,0,0,0,0,0,0,5383.81386047738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645.55695426229,0,0,3873.34172557374,0,0,0,0,0,0,5364.47129779561,0,1236.67450113556
"L.2016.NAM-48.04.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.9550383321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916.845897305619,10583.553405073,0,0,402.198012136325,0,0,911.265781783159,18837.2538500706,0,387282.110390065
"L.2016.NAM-48.05.R",0,0,37.1582313610828,0,0,0,0,0,0,0,0,0,0,0,0,65.2292584207915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4961497925388,0,0,733.359280571248,0,0,0,0,0,0,0,0,65.2292584207915,0,0,0,1049.84246131931,0,157.480748962694,321.67237443253,0,0,0,287.939265804277,0,121.454478102517,887.723972063382,0,1522.0950353096
"L.2016.NAM-48.06.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.154522663694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2016.NAM-48.07.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.965667348301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.374183448109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.374183448109,0,362.387225850289,0,0,0,0,0,0,0,1667.00650998705,0,0
"L.2016.NAM-48.08.R",0,0,0,0,0,0,159.582372930042,0,0,0,0,0,0,0,0,0,319.164745860084,0,0,0,0,0,0,0,159.582372930042,0,0,877.703051115231,0,0,0,0,159.582372930042,0,239.373559395063,0,0,319.164745860084,0,0,0,0,0,0,0,0,0,0,0,0,239.373559395063,0,558.538305255147,1314.28050578024,0,0,0,0,0,0,1037.28542404527,739.616400453951,0
"L.2016.NAM-48.09.R",0,176.672007314221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.356537795291,0,0,0,0,0,0,0,0,0,0,0,95.1782688976453,0,0,0,0,0,122.512298448127,0,0,190.356537795291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.6748656320843,217.690567345772,0,0,0,142.767403346468,0,0,353.525141843951,95.1782688976453,1087.72832786682
"L.2016.NAM-48.10.R",0,0,0,0,0,0,0,0,0,598.90325840804,0,0,0,0,0,0,172.398373852339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.45162920402,516.745125801601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898.35488761206,0,0,0,0,0,0,0,0,0,1116.09837996506
"L.2016.NAM-5.01.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3151.14150153152,0,0
"L.2016.NAM-5.02.R",0,6143.92135780662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.59740042752,0,395.941598614204,0,0,0,0,0,0,413.396100641281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395.941598614204,0,0,0,0,0,248.672322925879,791.883197228409,0,275.59740042752
"L.2016.NAM-5.03.R",1039.31851527456,1039.31851527456,251.214267714335,1827.42276283479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12917.5664737007,0,0,0,0,0,0,0,0,0,0,913.711381417395,0,0,0,125.607133857167,0,0,0,5950.23537951582,0,0,2741.13414425218,0,0,913.711381417395,9814.70184165069,3055.1519788951,188.410700785751
"L.2016.NAM-5.04.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.441823927322,0,0,0,0,0,0,0,620.920577336216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.810542790873,0,0,270.883647854644,0,0,0,0,0,0,0,0,406.325471781966
"L.2016.NAM-5.05.R",67.9274568724331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.9274568724331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7327728735401,0,0,0,0,0,0,0,0,0,0,0,0,154.396637241241,0,85.1080579777368,42.5540289888684,0,0,0,0,0,0,7169.73579756435,0,781.563227807371
"L.2016.NAM-5.06.R",0,0,0,88.8646979433376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.176528463626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.7843523090837,0,0,0,0,0,299.137409236335,451.959545152812,84.9457541722965,423.202971265307
"L.2016.NAM-5.07.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.6075161249103,0,0,0,0,0,0,0,0,0,0,0,0,252.61765988571,0,0,0,0,0,0,0,0,0,89.8053021050363,0,0,0,0,0,0,0,0,0,137.215032249821,0,0,0,0,137.215032249821,0,0,0,0,36.5035278378185,586.241542775002,411.645096749462,162.812357780673
"L.2016.NAM-5.08.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.058360693076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.8383636162573,0,310.587541039614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.515090848772,0,0,298.735087925591,0,0,0,621.175082079228,0,137.515090848772
"L.2016.NAM-5.09.R",20.8927907336295,20.8927907336295,0,0,0,0,672.353658024121,0,0,0,0,0,0,104.463953668147,0,672.353658024121,1183.26780224109,0,0,0,0,0,0,0,448.23577201608,0,0,0,0,0,0,0,146.249535135406,0,1120.5894300402,0,0,62.6783722008884,0,0,0,0,0,0,0,0,0,0,0,0,1183.26780224109,0,0,552.699725684228,0,0,0,0,0,0,26237.0127364021,250.713488803553,2022.76378613425
"L.2016.NAM-5.10.R",0,846.430970909226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2482.31323277438,0,0,0,0,0,0,0,2539.29291272768,0,0,846.430970909226,0,0,0,2539.29291272768,0,0,2962.50839818229,0,0,0,0,0,0,0,0,0,0,0,846.430970909226,0,0,0,0,0,846.430970909226,1692.86194181845,0,0,1692.86194181845,0,0,0,7137.68357277512,846.430970909226,846.430970909226
"L.2016.NAM-72.01.R",0,7528.46701590389,0,596.563792554884,0,1254.74450265065,0,0,0,10037.9560212052,0,0,0,0,0,9410.58376987986,2509.4890053013,0,0,0,0,0,0,0,1882.11675397597,0,0,1254.74450265065,0,5646.35026192792,0,0,0,0,2509.4890053013,0,0,0,0,1882.11675397597,0,0,0,132.569731678863,0,0,1254.74450265065,0,0,0,0,0,7528.46701590389,4794.13940030103,0,0,0,0,0,52699.2691113272,143668.245553499,2509.4890053013,8783.21151855453
"L.2016.NAM-72.02.R",4388.51525557616,0,0,877.703051115231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2633.10915334569,0,0,0,0,877.703051115231,0,0,19422.6189334504,0,0,0,0,0,0,810.699430934038,0,6665.75087656876
"L.2016.NAM-72.03.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968.77037984964,0,0,0,0,0,0,0,0,2953.15556977445,0,0,0,0,0,0,0,0,1968.77037984964,0,0,497.691953565341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2953.15556977445,66938.1929148876,0,0,0,0,0,0,124032.533930527,0,0
